,DateTime,Ask
1070,2016-11-30,1.31
1071,2016-12-01,1.34
1072,2016-12-02,1.35
1073,2016-12-05,1.32
1074,2016-12-06,1.36
1075,2016-12-07,1.4
1076,2016-12-08,1.41
1077,2016-12-09,1.43
1078,2016-12-12,1.44
1079,2016-12-13,1.42
1080,2016-12-14,1.4
1081,2016-12-15,1.4
1082,2016-12-16,1.38
1083,2016-12-19,1.31
1084,2016-12-20,1.2
1085,2016-12-21,1.18
1086,2016-12-22,1.18
1087,2016-12-23,1.22
1088,2016-12-26,1.27
1089,2016-12-27,1.31
1090,2016-12-28,1.31
1091,2016-12-29,1.3
1092,2016-12-30,1.3
1093,2017-01-02,1.29
1094,2017-01-03,1.27
1095,2017-01-04,1.24
1096,2017-01-05,1.22
1097,2017-01-06,1.25
1098,2017-01-09,1.28
1099,2017-01-10,1.28
1100,2017-01-11,1.3
1101,2017-01-12,1.28
1102,2017-01-13,1.28
1103,2017-01-16,1.28
1104,2017-01-17,1.29
1105,2017-01-18,1.26
1106,2017-01-19,1.29
1107,2017-01-20,1.3
1108,2017-01-23,1.28
1109,2017-01-24,1.24
1110,2017-01-25,1.26
1111,2017-01-26,1.27
1112,2017-01-31,1.24
1113,2017-02-01,1.25
1114,2017-02-02,1.24
1115,2017-02-03,1.23
1116,2017-02-06,1.2
1117,2017-02-07,1.19
1118,2017-02-08,1.22
1119,2017-02-09,1.2
1120,2017-02-10,1.19
1121,2017-02-13,1.2
1122,2017-02-14,1.2
1123,2017-02-15,1.18
1124,2017-02-16,1.18
1125,2017-02-17,1.09
1126,2017-02-20,1.07
1127,2017-02-21,1.11
1128,2017-02-22,1.1
1129,2017-02-23,1.14
1130,2017-02-24,1.15
1131,2017-02-27,1.15
1132,2017-02-28,1.16
1133,2017-03-02,1.23
1134,2017-03-03,1.25
1135,2017-03-06,1.21
1136,2017-03-07,1.22
1137,2017-03-08,1.23
1138,2017-03-09,1.27
1139,2017-03-10,1.28
1140,2017-03-13,1.29
1141,2017-03-14,1.28
1142,2017-03-15,1.3
1143,2017-03-16,1.28
1144,2017-03-17,1.26
1145,2017-03-20,1.26
1146,2017-03-21,1.24
1147,2017-03-22,1.24
1148,2017-03-23,1.2
1149,2017-03-24,1.19
1150,2017-03-27,1.16
1151,2017-03-28,1.15
1152,2017-03-29,1.21
1153,2017-03-30,1.22
1154,2017-03-31,1.22
1155,2017-04-03,1.22
1156,2017-04-04,1.21
1157,2017-04-05,1.22
1158,2017-04-06,1.19
1159,2017-04-07,1.15
1160,2017-04-10,1.19
1161,2017-04-11,1.19
1162,2017-04-12,1.17
1163,2017-04-13,1.17
1164,2017-04-14,1.15
1165,2017-04-17,1.15
1166,2017-04-18,1.17
1167,2017-04-19,1.16
1168,2017-04-20,1.17
1169,2017-04-21,1.17
1170,2017-04-24,1.25
1171,2017-04-25,1.23
1172,2017-04-26,1.24
1173,2017-04-27,1.23
1174,2017-04-28,1.2
1175,2017-05-02,1.21
1176,2017-05-04,1.22
1177,2017-05-08,1.23
1178,2017-05-10,1.27
1179,2017-05-11,1.24
1180,2017-05-12,1.23
1181,2017-05-15,1.23
1182,2017-05-16,1.23
1183,2017-05-17,1.2
1184,2017-05-18,1.18
1185,2017-05-19,1.18
1186,2017-05-22,1.19
1187,2017-05-23,1.17
1188,2017-05-24,1.17
1189,2017-05-25,1.17
1190,2017-05-26,1.16
1191,2017-05-29,1.18
1192,2017-05-30,1.17
1193,2017-05-31,1.17
1194,2017-06-01,1.13
1195,2017-06-02,1.12
1196,2017-06-05,1.11
1197,2017-06-07,1.11
1198,2017-06-08,1.12
1199,2017-06-09,1.14
1200,2017-06-12,1.19
1201,2017-06-13,1.15
1202,2017-06-14,1.13
1203,2017-06-15,1.13
1204,2017-06-16,1.16
1205,2017-06-19,1.15
1206,2017-06-20,1.17
1207,2017-06-21,1.16
1208,2017-06-22,1.12
1209,2017-06-23,1.15
1210,2017-06-26,1.14
1211,2017-06-27,1.14
1212,2017-06-28,1.17
1213,2017-06-29,1.18
1214,2017-06-30,1.19
1215,2017-07-03,1.2
1216,2017-07-04,1.19
1217,2017-07-05,1.18
1218,2017-07-06,1.19
1219,2017-07-07,1.23
1220,2017-07-10,1.24
1221,2017-07-11,1.22
1222,2017-07-12,1.21
1223,2017-07-13,1.2
1224,2017-07-14,1.19
1225,2017-07-17,1.17
1226,2017-07-18,1.18
1227,2017-07-19,1.19
1228,2017-07-20,1.2
1229,2017-07-21,1.18
1230,2017-07-24,1.17
1231,2017-07-25,1.16
1232,2017-07-26,1.19
1233,2017-07-27,1.19
1234,2017-07-28,1.18
1235,2017-07-31,1.18
1236,2017-08-01,1.19
1237,2017-08-02,1.19
1238,2017-08-03,1.2
1239,2017-08-04,1.19
1240,2017-08-07,1.19
1241,2017-08-08,1.21
1242,2017-08-09,1.19
1243,2017-08-10,1.19
1244,2017-08-11,1.15
1245,2017-08-14,1.18
1246,2017-08-16,1.2
1247,2017-08-17,1.21
1248,2017-08-18,1.2
1249,2017-08-21,1.21
1250,2017-08-22,1.22
1251,2017-08-23,1.25
1252,2017-08-24,1.22
1253,2017-08-25,1.21
1254,2017-08-28,1.2
1255,2017-08-29,1.2
1256,2017-08-30,1.19
1257,2017-08-31,1.19
1258,2017-09-01,1.2
1259,2017-09-04,1.2
1260,2017-09-05,1.2
1261,2017-09-06,1.2
1262,2017-09-07,1.22
1263,2017-09-08,1.19
1264,2017-09-11,1.22
1265,2017-09-12,1.24
1266,2017-09-13,1.23
1267,2017-09-14,1.27
1268,2017-09-15,1.27
1269,2017-09-18,1.27
1270,2017-09-19,1.3
1271,2017-09-20,1.3
1272,2017-09-21,1.3
1273,2017-09-22,1.29
1274,2017-09-25,1.29
1275,2017-09-26,1.29
1276,2017-09-27,1.3
1277,2017-09-28,1.3
1278,2017-09-29,1.31
1279,2017-10-10,1.35
1280,2017-10-11,1.39
1281,2017-10-12,1.4
1282,2017-10-13,1.4
1283,2017-10-16,1.39
1284,2017-10-17,1.41
1285,2017-10-18,1.41
1286,2017-10-19,1.48
1287,2017-10-20,1.53
1288,2017-10-23,1.57
1289,2017-10-24,1.58
1290,2017-10-25,1.63
1291,2017-10-26,1.65
1292,2017-10-27,1.67
1293,2017-10-30,1.66
1294,2017-10-31,1.68
1295,2017-11-01,1.73
1296,2017-11-02,1.74
1297,2017-11-03,1.76
1298,2017-11-06,1.77
1299,2017-11-07,1.75
1300,2017-11-08,1.75
1301,2017-11-09,1.78
1302,2017-11-10,1.78
1303,2017-11-13,1.82
1304,2017-11-14,1.88
1305,2017-11-15,1.87
1306,2017-11-16,1.88
1307,2017-11-17,1.94
1308,2017-11-20,1.9
1309,2017-11-21,1.9
1310,2017-11-22,1.88
1311,2017-11-23,1.86
1312,2017-11-24,1.85
1313,2017-11-27,1.84
1314,2017-11-28,1.82
1315,2017-11-29,1.81
1316,2017-11-30,1.8
1317,2017-12-01,1.8
1318,2017-12-04,1.8
1319,2017-12-05,1.8
1320,2017-12-06,1.8
1321,2017-12-07,1.76
1322,2017-12-08,1.71
1323,2017-12-11,1.68
1324,2017-12-12,1.66
1325,2017-12-13,1.62
1326,2017-12-14,1.6
1327,2017-12-15,1.59
1328,2017-12-18,1.58
1329,2017-12-19,1.53
1330,2017-12-20,1.52
1331,2017-12-21,1.55
1332,2017-12-22,1.6
1333,2017-12-26,1.62
1334,2017-12-27,1.62
1335,2017-12-28,1.68
1336,2017-12-29,1.68
1337,2018-01-02,1.62
1338,2018-01-03,1.59
1339,2018-01-04,1.61
1340,2018-01-05,1.63
1341,2018-01-08,1.6
1342,2018-01-09,1.61
1343,2018-01-10,1.62
1344,2018-01-11,1.62
1345,2018-01-12,1.58
1346,2018-01-15,1.58
1347,2018-01-16,1.57
1348,2018-01-17,1.58
1349,2018-01-18,1.59
1350,2018-01-19,1.55
1351,2018-01-22,1.53
1352,2018-01-23,1.46
1353,2018-01-24,1.44
1354,2018-01-25,1.47
1355,2018-01-26,1.46
1356,2018-01-29,1.54
1357,2018-01-30,1.54
1358,2018-01-31,1.58
1359,2018-02-01,1.58
1360,2018-02-02,1.59
1361,2018-02-05,1.63
1362,2018-02-06,1.58
1363,2018-02-07,1.61
1364,2018-02-08,1.63
1365,2018-02-09,1.58
1366,2018-02-12,1.58
1367,2018-02-13,1.57
1368,2018-02-14,1.58
1369,2018-02-19,1.63
1370,2018-02-20,1.61
1371,2018-02-21,1.6
1372,2018-02-22,1.62
1373,2018-02-23,1.6
1374,2018-02-26,1.6
1375,2018-02-27,1.6
1376,2018-02-28,1.64
1377,2018-03-02,1.64
1378,2018-03-05,1.65
1379,2018-03-06,1.7
1380,2018-03-07,1.76
1381,2018-03-08,1.77
1382,2018-03-09,1.78
1383,2018-03-12,1.78
1384,2018-03-13,1.76
1385,2018-03-14,1.76
1386,2018-03-15,1.73
1387,2018-03-16,1.71
1388,2018-03-19,1.71
1389,2018-03-20,1.67
1390,2018-03-21,1.62
1391,2018-03-22,1.5
1392,2018-03-23,1.39
1393,2018-03-26,1.4
1394,2018-03-27,1.48
1395,2018-03-28,1.65
1396,2018-03-29,1.6
1397,2018-03-30,1.56
1398,2018-04-02,1.51
1399,2018-04-03,1.38
1400,2018-04-04,1.42
1401,2018-04-05,1.42
1402,2018-04-06,1.45
1403,2018-04-09,1.46
1404,2018-04-10,1.44
1405,2018-04-11,1.4
1406,2018-04-12,1.41
1407,2018-04-13,1.41
1408,2018-04-16,1.41
1409,2018-04-17,1.42
1410,2018-04-18,1.45
1411,2018-04-19,1.47
1412,2018-04-20,1.46
1413,2018-04-23,1.42
1414,2018-04-24,1.44
1415,2018-04-25,1.44
1416,2018-04-26,1.46
1417,2018-04-27,1.43
1418,2018-04-30,1.42
1419,2018-05-02,1.4
1420,2018-05-03,1.41
1421,2018-05-04,1.39
1422,2018-05-08,1.41
1423,2018-05-09,1.38
1424,2018-05-10,1.41
1425,2018-05-11,1.39
1426,2018-05-14,1.44
1427,2018-05-15,1.51
1428,2018-05-16,1.51
1429,2018-05-17,1.47
1430,2018-05-18,1.44
1431,2018-05-21,1.41
1432,2018-05-23,1.39
1433,2018-05-24,1.35
1434,2018-05-25,1.4
1435,2018-05-28,1.38
1436,2018-05-29,1.33
1437,2018-05-30,1.32
1438,2018-05-31,1.3
1439,2018-06-01,1.3
1440,2018-06-04,1.33
1441,2018-06-05,1.37
1442,2018-06-07,1.4
1443,2018-06-08,1.38
1444,2018-06-11,1.38
1445,2018-06-12,1.37
1446,2018-06-14,1.47
1447,2018-06-15,1.52
1448,2018-06-18,1.51
1449,2018-06-19,1.47
1450,2018-06-20,1.44
1451,2018-06-21,1.38
1452,2018-06-22,1.43
1453,2018-06-25,1.42
1454,2018-06-26,1.41
1455,2018-06-27,1.45
1456,2018-06-28,1.44
1457,2018-06-29,1.44
1458,2018-07-02,1.45
1459,2018-07-03,1.48
1460,2018-07-04,1.5
1461,2018-07-05,1.51
1462,2018-07-06,1.5
1463,2018-07-09,1.55
1464,2018-07-10,1.57
1465,2018-07-11,1.54
1466,2018-07-12,1.53
1467,2018-07-13,1.53
1468,2018-07-16,1.47
1469,2018-07-17,1.49
1470,2018-07-18,1.51
1471,2018-07-19,1.51
1472,2018-07-20,1.52
1473,2018-07-23,1.51
1474,2018-07-24,1.53
1475,2018-07-25,1.53
1476,2018-07-26,1.54
1477,2018-07-27,1.6
1478,2018-07-30,1.64
1479,2018-07-31,1.61
1480,2018-08-01,1.65
1481,2018-08-02,1.61
1482,2018-08-03,1.6
1483,2018-08-06,1.57
1484,2018-08-07,1.58
1485,2018-08-08,1.58
1486,2018-08-09,1.56
1487,2018-08-10,1.54
1488,2018-08-13,1.53
1489,2018-08-14,1.55
1490,2018-08-16,1.55
1491,2018-08-17,1.54
1492,2018-08-20,1.53
1493,2018-08-21,1.5
1494,2018-08-22,1.48
1495,2018-08-23,1.5
1496,2018-08-24,1.53
1497,2018-08-27,1.55
1498,2018-08-28,1.56
1499,2018-08-29,1.56
1500,2018-08-30,1.55
1501,2018-08-31,1.54
1502,2018-09-03,1.56
1503,2018-09-04,1.56
1504,2018-09-05,1.59
1505,2018-09-06,1.56
1506,2018-09-07,1.61
1507,2018-09-10,1.61
1508,2018-09-11,1.59
1509,2018-09-12,1.58
1510,2018-09-13,1.62
1511,2018-09-14,1.66
1512,2018-09-17,1.64
1513,2018-09-18,1.64
1514,2018-09-19,1.62
1515,2018-09-20,1.64
1516,2018-09-21,1.65
1517,2018-09-27,1.67
1518,2018-09-28,1.71
1519,2018-10-01,1.73
1520,2018-10-02,1.7
1521,2018-10-04,1.74
1522,2018-10-05,1.72
1523,2018-10-08,1.74
1524,2018-10-10,1.76
1525,2018-10-11,1.7
1526,2018-10-12,1.69
1527,2018-10-15,1.7
1528,2018-10-16,1.7
1529,2018-10-17,1.68
1530,2018-10-18,1.67
1531,2018-10-19,1.68
1532,2018-10-22,1.68
1533,2018-10-23,1.66
1534,2018-10-24,1.64
1535,2018-10-25,1.62
1536,2018-10-26,1.6
1537,2018-10-29,1.59
1538,2018-10-30,1.62
1539,2018-10-31,1.65
1540,2018-11-01,1.64
1541,2018-11-02,1.68
1542,2018-11-05,1.7
1543,2018-11-06,1.68
1544,2018-11-07,1.68
1545,2018-11-08,1.64
1546,2018-11-09,1.62
1547,2018-11-12,1.65
1548,2018-11-13,1.65
1549,2018-11-14,1.61
1550,2018-11-15,1.57
1551,2018-11-16,1.55
1552,2018-11-19,1.51
1553,2018-11-20,1.49
1554,2018-11-21,1.49
1555,2018-11-22,1.49
1556,2018-11-23,1.51
1557,2018-11-26,1.54
1558,2018-11-27,1.56
1559,2018-11-28,1.54
1560,2018-11-29,1.5
1561,2018-11-30,1.52
1562,2018-12-03,1.53
1563,2018-12-04,1.55
1564,2018-12-05,1.53
1565,2018-12-06,1.51
1566,2018-12-07,1.47
1567,2018-12-10,1.43
1568,2018-12-11,1.43
1569,2018-12-12,1.45
1570,2018-12-13,1.44
1571,2018-12-14,1.42
1572,2018-12-17,1.44
1573,2018-12-18,1.44
1574,2018-12-19,1.45
1575,2018-12-20,1.49
1576,2018-12-21,1.5
1577,2018-12-24,1.52
1578,2018-12-26,1.52
1579,2018-12-27,1.53
1580,2018-12-28,1.51
1581,2018-12-31,1.51
1582,2019-01-02,1.53
1583,2019-01-03,1.51
1584,2019-01-04,1.51
1585,2019-01-07,1.61
1586,2019-01-08,1.62
1587,2019-01-09,1.65
1588,2019-01-10,1.65
1589,2019-01-11,1.63
1590,2019-01-14,1.61
1591,2019-01-15,1.63
1592,2019-01-16,1.62
1593,2019-01-17,1.61
1594,2019-01-18,1.63
1595,2019-01-21,1.63
1596,2019-01-22,1.64
1597,2019-01-23,1.65
1598,2019-01-24,1.67
1599,2019-01-25,1.66
1600,2019-01-28,1.68
1601,2019-01-29,1.69
1602,2019-01-30,1.69
1603,2019-01-31,1.68
1604,2019-02-01,1.65
1605,2019-02-07,1.66
1606,2019-02-08,1.65
1607,2019-02-11,1.65
1608,2019-02-12,1.66
1609,2019-02-13,1.64
1610,2019-02-14,1.64
1611,2019-02-15,1.65
1612,2019-02-18,1.64
1613,2019-02-19,1.64
1614,2019-02-20,1.64
1615,2019-02-21,1.63
1616,2019-02-22,1.63
1617,2019-02-25,1.62
1618,2019-02-26,1.63
1619,2019-02-27,1.62
1620,2019-02-28,1.65
1621,2019-03-04,1.65
1622,2019-03-05,1.67
1623,2019-03-06,1.68
1624,2019-03-07,1.67
1625,2019-03-08,1.66
1626,2019-03-11,1.68
1627,2019-03-12,1.66
1628,2019-03-13,1.63
1629,2019-03-14,1.65
1630,2019-03-15,1.62
1631,2019-03-18,1.63
1632,2019-03-19,1.6
1633,2019-03-20,1.6
1634,2019-03-21,1.58
1635,2019-03-22,1.58
1636,2019-03-25,1.57
1637,2019-03-26,1.58
1638,2019-03-27,1.58
1639,2019-03-28,1.56
1640,2019-03-29,1.59
1641,2019-04-01,1.59
1642,2019-04-02,1.59
1643,2019-04-03,1.62
1644,2019-04-04,1.63
1645,2019-04-05,1.62
1646,2019-04-08,1.63
1647,2019-04-09,1.6
1648,2019-04-10,1.59
1649,2019-04-11,1.58
1650,2019-04-12,1.57
1651,2019-04-15,1.58
1652,2019-04-16,1.59
1653,2019-04-17,1.57
1654,2019-04-18,1.56
1655,2019-04-19,1.55
1656,2019-04-22,1.56
1657,2019-04-23,1.55
1658,2019-04-24,1.52
1659,2019-04-25,1.46
1660,2019-04-26,1.47
1661,2019-04-29,1.44
1662,2019-04-30,1.4
1663,2019-05-02,1.45
1664,2019-05-03,1.47
1665,2019-05-07,1.44
1666,2019-05-08,1.42
1667,2019-05-09,1.39
1668,2019-05-10,1.36
1669,2019-05-13,1.35
1670,2019-05-14,1.33
1671,2019-05-15,1.33
1672,2019-05-16,1.32
1673,2019-05-17,1.32
1674,2019-05-20,1.34
1675,2019-05-21,1.34
1676,2019-05-22,1.32
1677,2019-05-23,1.32
1678,2019-05-24,1.26
1679,2019-05-27,1.25
1680,2019-05-28,1.26
1681,2019-05-29,1.24
1682,2019-05-30,1.23
1683,2019-05-31,1.21
1684,2019-06-03,1.13
1685,2019-06-04,1.11
1686,2019-06-05,1.1
1687,2019-06-07,1.1
1688,2019-06-10,1.16
1689,2019-06-11,1.22
1690,2019-06-12,1.18
1691,2019-06-13,1.14
1692,2019-06-14,1.11
1693,2019-06-17,1.12
1694,2019-06-18,1.12
1695,2019-06-19,1.12
1696,2019-06-20,1.05
1697,2019-06-21,1.05
1698,2019-06-24,1.08
1699,2019-06-25,1.06
1700,2019-06-26,1.09
1701,2019-06-27,1.11
1702,2019-06-28,1.13
1703,2019-07-01,1.19
1704,2019-07-02,1.22
1705,2019-07-03,1.18
1706,2019-07-04,1.18
1707,2019-07-05,1.18
1708,2019-07-08,1.22
1709,2019-07-09,1.2
1710,2019-07-10,1.22
1711,2019-07-11,1.16
1712,2019-07-12,1.16
1713,2019-07-15,1.13
1714,2019-07-16,1.1
1715,2019-07-17,1.08
1716,2019-07-18,1.04
1717,2019-07-19,1.06
1718,2019-07-22,1.07
1719,2019-07-23,1.06
1720,2019-07-24,1.03
1721,2019-07-25,0.99
1722,2019-07-26,0.98
1723,2019-07-29,1.01
1724,2019-07-30,0.99
1725,2019-07-31,1
1726,2019-08-01,1.03
1727,2019-08-02,0.93
1728,2019-08-05,0.82
1729,2019-08-06,0.77
1730,2019-08-07,0.78
1731,2019-08-08,0.78
1732,2019-08-09,0.77
1733,2019-08-12,0.76
1734,2019-08-13,0.72
1735,2019-08-14,0.75
1736,2019-08-16,0.69
1737,2019-08-19,0.71
1738,2019-08-20,0.75
1739,2019-08-21,0.78
1740,2019-08-22,0.8
1741,2019-08-23,0.83
1742,2019-08-26,0.78
1743,2019-08-27,0.79
1744,2019-08-28,0.81
1745,2019-08-29,0.8
1746,2019-08-30,0.83
1747,2019-09-02,0.86
1748,2019-09-03,0.87
1749,2019-09-04,0.85
1750,2019-09-05,0.87
1751,2019-09-06,0.87
1752,2019-09-09,0.87
1753,2019-09-10,0.91
1754,2019-09-11,0.96
1755,2019-09-16,0.99
1756,2019-09-17,0.98
1757,2019-09-18,0.96
1758,2019-09-19,0.95
1759,2019-09-20,0.94
1760,2019-09-23,0.95
1761,2019-09-24,0.95
1762,2019-09-25,0.95
1763,2019-09-26,0.95
1764,2019-09-27,0.96
1765,2019-09-30,0.96
1766,2019-10-01,0.97
1767,2019-10-02,0.97
1768,2019-10-04,0.92
1769,2019-10-07,0.92
1770,2019-10-08,0.94
1771,2019-10-10,0.91
1772,2019-10-11,0.92
1773,2019-10-14,0.96
1774,2019-10-15,0.95
1775,2019-10-16,0.98
1776,2019-10-17,1.01
1777,2019-10-18,1.01
1778,2019-10-21,1.02
1779,2019-10-22,1.03
1780,2019-10-23,0.99
1781,2019-10-24,1
1782,2019-10-25,1.01
1783,2019-10-28,1.04
1784,2019-10-29,1.05
1785,2019-10-30,1.05
1786,2019-10-31,1.08
1787,2019-11-01,1.06
1788,2019-11-04,1.11
1789,2019-11-05,1.15
1790,2019-11-06,1.18
1791,2019-11-07,1.14
1792,2019-11-08,1.14
1793,2019-11-11,1.14
1794,2019-11-12,1.15
1795,2019-11-13,1.1
1796,2019-11-14,1.05
1797,2019-11-15,1.02
1798,2019-11-18,0.98
1799,2019-11-19,1.03
1800,2019-11-20,1.03
1801,2019-11-21,1
1802,2019-11-22,1.05
1803,2019-11-25,1.08
1804,2019-11-26,1.13
1805,2019-11-27,1.15
1806,2019-11-28,1.16
1807,2019-11-29,1.13
1808,2019-12-02,1.11
1809,2019-12-03,1.09
1810,2019-12-04,1.08
1811,2019-12-05,1.09
1812,2019-12-06,1.12
1813,2019-12-09,1.11
1814,2019-12-10,1.11
1815,2019-12-11,1.12
1816,2019-12-12,1.1
1817,2019-12-13,1.15
1818,2019-12-16,1.14
1819,2019-12-17,1.1
1820,2019-12-18,1.11
1821,2019-12-19,1.13
1822,2019-12-20,1.13
1823,2019-12-23,1.13
1824,2019-12-24,1.1
1825,2019-12-26,1.07
1826,2019-12-27,1.04
1827,2019-12-30,1.12
1828,2019-12-31,1.13
1829,2020-01-02,1.14
1830,2020-01-03,1.13
1831,2020-01-06,1.05
1832,2020-01-07,1.1
1833,2020-01-08,1.09
1834,2020-01-09,1.12
1835,2020-01-10,1.12
1836,2020-01-13,1.13
1837,2020-01-14,1.14
1838,2020-01-15,1.13
1839,2020-01-16,1.15
1840,2020-01-17,1.15
1841,2020-01-20,1.17
1842,2020-01-21,1.14
1843,2020-01-22,1.13
1844,2020-01-23,1.1
1845,2020-01-28,1.05
1846,2020-01-29,1.05
1847,2020-01-30,1.07
1848,2020-01-31,1.07
1849,2020-02-03,1
1850,2020-02-04,1.02
1851,2020-02-05,1.04
1852,2020-02-06,1.08
1853,2020-02-07,1.06
1854,2020-02-10,1.05
1855,2020-02-11,1.03
1856,2020-02-12,1.06
1857,2020-02-13,1.05
1858,2020-02-14,1.07
1859,2020-02-17,1.06
1860,2020-02-18,1.03
1861,2020-02-19,1.04
1862,2020-02-20,1
1863,2020-02-21,1
1864,2020-02-24,0.93
1865,2020-02-25,0.9
1866,2020-02-26,0.82
1867,2020-02-27,0.84
1868,2020-02-28,0.76
1869,2020-03-02,0.69
1870,2020-03-03,0.65
1871,2020-03-04,0.59
1872,2020-03-05,0.78
1873,2020-03-06,0.78
1874,2020-03-09,0.5
1875,2020-03-10,0.53
1876,2020-03-11,0.51
1877,2020-03-12,0.26
1878,2020-03-13,-0.42
1879,2020-03-16,-0.65
1880,2020-03-17,-1.13
1881,2020-03-18,-0.46
1882,2020-03-19,-1.15
1883,2020-03-20,-0.22
1884,2020-03-23,-0.7
1885,2020-03-24,-0.53
1886,2020-03-25,-0.13
1887,2020-03-26,-0.2
1888,2020-03-27,-0.07
1889,2020-03-30,-0.14
1890,2020-03-31,-0.25
1891,2020-04-01,-0.3
1892,2020-04-02,-0.4
1893,2020-04-03,-0.23
1894,2020-04-06,-0.05
1895,2020-04-07,0.23
1896,2020-04-08,0.27
1897,2020-04-09,0.23
1898,2020-04-10,0.24
1899,2020-04-13,0.19
1900,2020-04-14,0.18
1901,2020-04-16,0.01
1902,2020-04-17,0.06
1903,2020-04-20,0.05
1904,2020-04-21,-0.05
1905,2020-04-22,-0.3
1906,2020-04-23,-0.2
1907,2020-04-24,-0.22
1908,2020-04-27,-0.18
1909,2020-04-28,-0.16
1910,2020-04-29,-0.09
1911,2020-05-04,-0.07
1912,2020-05-06,-0.08
1913,2020-05-07,-0.02
1914,2020-05-08,0.1
1915,2020-05-11,0.23
1916,2020-05-12,0.27
1917,2020-05-13,0.31
1918,2020-05-14,0.29
1919,2020-05-15,0.27
1920,2020-05-18,0.29
1921,2020-05-19,0.41
1922,2020-05-20,0.37
1923,2020-05-21,0.32
1924,2020-05-22,0.32
1925,2020-05-25,0.37
1926,2020-05-26,0.39
1927,2020-05-27,0.37
1928,2020-05-28,0.35
1929,2020-05-29,0.35
1930,2020-06-01,0.35
1931,2020-06-02,0.3
1932,2020-06-03,0.3
1933,2020-06-04,0.3
1934,2020-06-05,0.32
1935,2020-06-08,0.34
1936,2020-06-09,0.3
1937,2020-06-10,0.25
1938,2020-06-11,0.2
1939,2020-06-12,0.09
1940,2020-06-15,0.02
1941,2020-06-16,0.06
1942,2020-06-17,0.13
1943,2020-06-18,0.12
1944,2020-06-19,0.1
1945,2020-06-22,0.08
1946,2020-06-23,0.11
1947,2020-06-24,0.18
1948,2020-06-25,0.17
1949,2020-06-26,0.24
1950,2020-06-29,0.21
1951,2020-06-30,0.18
1952,2020-07-01,0.2
1953,2020-07-02,0.23
1954,2020-07-03,0.22
1955,2020-07-06,0.26
1956,2020-07-07,0.24
1957,2020-07-08,0.23
1958,2020-07-09,0.24
1959,2020-07-10,0.22
1960,2020-07-13,0.25
1961,2020-07-14,0.26
1962,2020-07-15,0.26
1963,2020-07-16,0.26
1964,2020-07-17,0.24
1965,2020-07-20,0.24
1966,2020-07-21,0.26
1967,2020-07-22,0.25
1968,2020-07-23,0.25
1969,2020-07-24,0.24
1970,2020-07-27,0.26
1971,2020-07-28,0.29
1972,2020-07-29,0.29
1973,2020-07-30,0.33
1974,2020-07-31,0.3
1975,2020-08-03,0.3
1976,2020-08-04,0.3
1977,2020-08-05,0.3
1978,2020-08-06,0.29
1979,2020-08-07,0.3
1980,2020-08-10,0.34
1981,2020-08-11,0.36
1982,2020-08-12,0.38
1983,2020-08-13,0.37
1984,2020-08-14,0.36
1985,2020-08-18,0.34
1986,2020-08-19,0.34
1987,2020-08-20,0.33
1988,2020-08-21,0.33
1989,2020-08-24,0.34
1990,2020-08-25,0.36
1991,2020-08-26,0.4
1992,2020-08-27,0.41
1993,2020-08-28,0.4
1994,2020-08-31,0.41
1995,2020-09-01,0.44
1996,2020-09-02,0.42
1997,2020-09-03,0.4
1998,2020-09-04,0.38
1999,2020-09-07,0.39
2000,2020-09-08,0.41
2001,2020-09-09,0.41
2002,2020-09-10,0.41
2003,2020-09-11,0.41
2004,2020-09-14,0.41
2005,2020-09-15,0.43
2006,2020-09-16,0.44
2007,2020-09-17,0.44
2008,2020-09-18,0.45
2009,2020-09-21,0.47
2010,2020-09-22,0.45
2011,2020-09-23,0.4
2012,2020-09-24,0.41
2013,2020-09-25,0.4
2014,2020-09-28,0.38
2015,2020-09-29,0.38
2016,2020-10-05,0.37
2017,2020-10-06,0.38
2018,2020-10-07,0.4
2019,2020-10-08,0.4
2020,2020-10-12,0.41
2021,2020-10-13,0.42
2022,2020-10-14,0.41
2023,2020-10-15,0.37
2024,2020-10-16,0.41
2025,2020-10-19,0.4
2026,2020-10-20,0.44
2027,2020-10-21,0.46
2028,2020-10-22,0.45
2029,2020-10-23,0.43
2030,2020-10-26,0.46
2031,2020-10-27,0.46
2032,2020-10-28,0.45
2033,2020-10-29,0.44
2034,2020-10-30,0.4
2035,2020-11-02,0.39
2036,2020-11-03,0.39
2037,2020-11-04,0.39
2038,2020-11-05,0.43
2039,2020-11-06,0.48
2040,2020-11-09,0.53
2041,2020-11-10,0.51
2042,2020-11-11,0.57
2043,2020-11-12,0.55
2044,2020-11-13,0.54
2045,2020-11-16,0.54
2046,2020-11-17,0.56
2047,2020-11-18,0.56
2048,2020-11-19,0.53
2049,2020-11-20,0.52
2050,2020-11-23,0.51
2051,2020-11-24,0.55
2052,2020-11-25,0.56
2053,2020-11-26,0.59
2054,2020-11-27,0.59
2055,2020-11-30,0.57
2056,2020-12-01,0.58
2057,2020-12-02,0.59
2058,2020-12-03,0.57
2059,2020-12-04,0.58
2060,2020-12-07,0.56
2061,2020-12-08,0.56
2062,2020-12-09,0.55
2063,2020-12-10,0.55
2064,2020-12-11,0.53
2065,2020-12-14,0.51
2066,2020-12-15,0.5
2067,2020-12-16,0.49
